entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,250归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级
100720,幻光碎星拳甲,护甲,法系输出,4,4,10,手部,250,耐力+81；智力+80,法术强度+108；暴击等级+70；急速等级+57,法术强度+103；暴击等级+67；急速等级+52,法术强度×0.9537；暴击等级×0.9571；急速等级×0.9123,5,450,396,0.9672,1,黄色,,0,,,,1584,,50976,白炽护手,264,4,4,10,无,,35028,野蛮角斗士的板层甲手套,48640,4,159,70
100721,苍翠·头巾,护甲,治疗,4,1,1,头部,250,耐力+108；智力+108；精神+79,法术强度+139；暴击等级+87,法术强度+149；暴击等级+85,法术强度×1.0719；暴击等级×0.9770,5,526,521,1.0154,1,蓝色,,0,,,,274,,50765,血色侍僧罩帽,251,4,1,1,无,,34847,湮灭全视护目镜,43891,4,159,70
100722,红龙军团之头饰,护甲,治疗,4,1,1,头部,250,耐力+108；智力+108；精神+87,法术强度+148；急速等级+71,法术强度+157；急速等级+70,法术强度×1.0608；急速等级×0.9859,5,527,522,1.0153,0,,,0,,,,274,,50807,魔术师的龟裂兜帽,251,4,1,1,无,,35004,野蛮角斗士的鬼纹软帽,50005,4,159,70
100723,庇护头饰,护甲,治疗,4,1,1,头部,250,智力+94；精神+104；耐力+95,暴击等级+58；法术强度+157,暴击等级+57；法术强度+163,暴击等级×0.9828；法术强度×1.0382,5,484,508,1.0098,1,红色,,0,,,,273,,49484,复仇骨帽,245,4,1,1,无,,35054,野蛮角斗士的月布软帽,50007,4,159,70
100724,万法王冻结面罩,护甲,治疗,4,1,1,头部,250,耐力+108；智力+107；精神+87,法术强度+152；急速等级+75,法术强度+150；急速等级+68,法术强度×0.9868；急速等级×0.9067,5,601,529,0.9830,0,,,0,,,,276,,51896,魔术师的龟裂兜帽,264,4,1,1,无,,35097,野蛮角斗士的丝质罩帽,50008,4,159,70
100725,冲击衬肩,护甲,治疗,4,1,3,肩部,250,耐力+80；智力+80；精神+74,法术强度+105；暴击等级+48,法术强度+114；暴击等级+44,法术强度×1.0857；暴击等级×0.9167,5,391,387,1.0129,0,,,0,,,,253,,50988,浸血的医师护肩,251,4,1,3,无,,35056,野蛮角斗士的月布衬肩,50010,4,159,70
100726,亘古裂地肩巾,护甲,治疗,4,1,3,肩部,250,耐力+81；智力+81；精神+70,法术强度+114；急速等级+62,法术强度+105；急速等级+63,法术强度×0.9211；急速等级×1.0161,5,389,408,0.9804,0,,,0,,,,252,,47716,人性敬畏护肩,245,4,1,3,无,,35096,野蛮角斗士的丝质护肩,50011,4,159,70
100727,战争领主镇压披肩,护甲,治疗,4,1,3,肩部,250,耐力+80；智力+80；精神+70,法术强度+115；暴击等级+62,法术强度+110；暴击等级+60,法术强度×0.9565；暴击等级×0.9677,5,412,407,0.9828,0,,,0,,,,253,,50767,血色侍僧肩垫,251,4,1,3,无,,31054,凶星衬肩,45676,4,146,70
100728,肩巾·暮光,护甲,治疗,4,1,3,肩部,250,耐力+81；智力+81；精神+70,法术强度+114；急速等级+62,法术强度+122；急速等级+56,法术强度×1.0702；急速等级×0.9032,5,389,408,1.0049,0,,,0,,,,252,,47715,人性敬畏衬肩,245,4,1,3,无,,31059,风暴衬肩,45126,4,146,70
100729,镇世外衣,护甲,治疗,4,1,20,胸部,250,耐力+108；智力+108；精神+87,法术强度+148；暴击等级+87,法术强度+157；暴击等级+93,法术强度×1.0608；暴击等级×1.0690,5,543,538,1.0279,0,,,0,,,,337,,50768,血色侍僧法袍,251,4,1,20,无,,35007,野蛮角斗士的鬼纹长袍,49954,4,159,70
100730,庇护外衣,护甲,治疗,4,1,20,胸部,250,耐力+108；智力+108；精神+86,法术强度+146；急速等级+85,法术强度+135；急速等级+77,法术强度×0.9247；急速等级×0.9059,5,510,533,0.9644,1,黄色,,0,,,,336,,48093,萨布拉的凯旋法衣,245,4,1,20,无,,35057,野蛮角斗士的月布长袍,49963,4,159,70
100731,暮星之衣袍,护甲,治疗,4,1,20,胸部,250,耐力+108；智力+108；精神+86,法术强度+146；暴击等级+86,法术强度+138；暴击等级+83,法术强度×0.9452；暴击等级×0.9651,5,510,534,0.9794,0,,,0,,,,336,,48063,萨布拉的凯旋法袍,245,4,1,20,无,,35099,野蛮角斗士的丝质外衣,49958,4,159,70
100732,大领主之外衣,护甲,治疗,4,1,20,胸部,250,耐力+108；智力+108；精神+86,法术强度+146；急速等级+85,法术强度+138；急速等级+91,法术强度×0.9452；急速等级×1.0706,5,510,533,0.9962,2,蓝色,黄色,0,,,,336,,48080,维伦的凯旋法衣,245,4,1,20,无,,34233,幻化光芒长袍,48300,4,154,70
100733,冰封束腰,护甲,治疗,4,1,6,腰部,250,耐力+81；智力+77；精神+76,法术强度+123；暴击等级+49,法术强度+124；暴击等级+47,法术强度×1.0081；暴击等级×0.9592,5,387,406,0.9975,0,,,0,,,,189,,48054,永恒束带,245,4,1,6,无,,34541,凶星腰带,48359,4,154,70
100734,穿云束腰,护甲,治疗,4,1,6,腰部,250,耐力+81；智力+81；精神+70,法术强度+114；急速等级+62,法术强度+115；急速等级+59,法术强度×1.0088；急速等级×0.9516,5,389,408,0.9951,2,黄色,红色,0,,,,189,,47258,黑雾腰带,245,4,1,6,无,,34557,风暴腰带,48354,4,154,70
100735,混沌之腰链,护甲,治疗,4,1,6,腰部,250,耐力+81；智力+77；精神+76,法术强度+123；暴击等级+49,法术强度+130；暴击等级+46,法术强度×1.0569；暴击等级×0.9388,5,387,406,1.0099,2,红色,蓝色,0,,,,189,,47977,永生束带,245,4,1,6,无,,33882,守备官的鬼纹腰带,47412,4,146,70
100736,诅咒之城束带,护甲,治疗,4,1,6,腰部,250,耐力+81；智力+81；精神+70,法术强度+114；急速等级+62,法术强度+125；急速等级+63,法术强度×1.0965；急速等级×1.0161,5,389,408,1.0294,1,蓝色,,0,,,,189,,46972,黑雾束带,245,4,1,6,无,,33900,守备官的月布腰带,47421,4,146,70
100737,深渊长裤,护甲,治疗,4,1,7,腿部,250,耐力+96；智力+100；精神+79,法术强度+148；暴击等级+95,法术强度+135；暴击等级+99,法术强度×0.9122；暴击等级×1.0421,5,523,518,0.9826,0,,,0,,,,295,,51777,心灵映射护腿,251,4,1,7,无,,35013,野蛮角斗士的邪纹长裤,49955,4,159,70
100738,长裤·暮光,护甲,治疗,4,1,7,腿部,250,耐力+108；智力+108；精神+86,法术强度+146；急速等级+85,法术强度+132；急速等级+83,法术强度×0.9041；急速等级×0.9765,5,510,533,0.9700,1,黄色,,0,,,,294,,48064,萨布拉的凯旋护腿,245,4,1,7,无,,35055,野蛮角斗士的月布护腿,49964,4,159,70
100739,暮光降临长裤,护甲,治疗,4,1,7,腿部,250,耐力+125；智力+94；精神+93,法术强度+157；暴击等级+75,法术强度+143；暴击等级+70,法术强度×0.9108；暴击等级×0.9333,5,518,544,0.9651,2,红色,蓝色,0,,,,294,,48004,恶魔信使裹腿,245,4,1,7,无,,35100,野蛮角斗士的丝质长裤,49959,4,159,70
100740,幽暗城星云裤腿,护甲,治疗,4,1,7,腿部,250,耐力+108；智力+108；精神+86,法术强度+146；急速等级+85,法术强度+141；急速等级+85,法术强度×0.9658；急速等级×1.0000,5,510,533,0.9906,1,蓝色,,0,,,,294,,47985,维伦的凯旋护腿,245,4,1,7,无,,30912,永恒护腿,45218,4,151,70
100741,银色北伐军之护足,护甲,治疗,4,1,8,脚部,250,耐力+80；智力+80；精神+54,法术强度+105；暴击等级+70,法术强度+107；暴击等级+70,法术强度×1.0190；暴击等级×1.0000,5,394,389,1.0051,1,蓝色,,0,,,,232,,51380,白凶长靴,251,4,1,8,无,,34563,赦免软靴,48368,4,154,70
100742,纯净足具,护甲,治疗,4,1,8,脚部,250,耐力+81；智力+81；精神+70,法术强度+114；急速等级+62,法术强度+119；急速等级+65,法术强度×1.0439；急速等级×1.0484,5,389,408,1.0196,0,,,0,,,,231,,47293,孀妇便鞋,245,4,1,8,无,,34564,凶星长靴,48371,4,154,70
100743,铸魂者之足具,护甲,治疗,4,1,8,脚部,250,耐力+81；智力+81；精神+54,法术强度+114；暴击等级+76,法术强度+111；暴击等级+82,法术强度×0.9737；暴击等级×1.0789,5,386,406,1.0074,0,,,0,,,,231,,49234,哀魂长靴,245,4,1,8,无,,34574,风暴长靴,48365,4,154,70
100744,幻影之布靴,护甲,治疗,4,1,8,脚部,250,耐力+81；智力+81；精神+70,法术强度+114；急速等级+62,法术强度+121；急速等级+58,法术强度×1.0614；急速等级×0.9355,5,389,408,1.0074,1,蓝色,,0,,,,231,,47092,孀妇长靴,245,4,1,8,无,,33884,守备官的鬼纹便鞋,47414,4,146,70
100745,希利苏斯奥术护臂,护甲,治疗,4,1,9,腕部,250,耐力+60；智力+60；精神+51,法术强度+84；暴击等级+47,法术强度+87；暴击等级+51,法术强度×1.0357；暴击等级×1.0851,5,305,302,1.0232,1,蓝色,,0,,,,148,,50785,黑暗祝福护腕,251,4,1,9,无,,35174,护卫者的月布护腕,48687,4,154,70
100746,深渊护臂,护甲,治疗,4,1,9,腕部,250,耐力+61；智力+61；精神+53,法术强度+93；急速等级+52,法术强度+95；急速等级+49,法术强度×1.0215；急速等级×0.9423,5,305,320,0.9969,0,,,0,,,,147,,47324,苍白圣徒护腕,245,4,1,9,无,,35179,护卫者的丝质护腕,48690,4,154,70
100747,金曦护臂,护甲,治疗,4,1,9,腕部,250,耐力+61；智力+61；精神+53,法术强度+84；暴击等级+44,法术强度+86；暴击等级+43,法术强度×1.0238；暴击等级×0.9773,5,288,303,1.0033,1,红色,,0,,,,147,,47588,皇家月幕护腕,245,4,1,9,无,,30870,崩坏腕甲,45745,4,141,70
100748,银月城之护臂,护甲,治疗,4,1,9,腕部,250,耐力+61；智力+61；精神+53,法术强度+93；急速等级+52,法术强度+98；急速等级+53,法术强度×1.0538；急速等级×1.0192,5,305,320,1.0188,2,蓝色,黄色,0,,,,147,,47203,苍白圣徒腕甲,245,4,1,9,无,,30871,殉难护腕,45743,4,141,70
100749,剃刀高地手饰,护甲,治疗,4,1,10,手部,250,耐力+80；智力+80；精神+57,法术强度+101；暴击等级+66,法术强度+98；暴击等级+62,法术强度×0.9703；暴击等级×0.9394,5,346,384,0.9818,1,蓝色,,0,,,,210,,45520,警戒裹手,239,4,1,10,无,,34367,永恒光芒之手,48920,4,159,70
100750,驭雷者之手甲,护甲,治疗,4,1,10,手部,250,耐力+80；智力+80；精神+70,法术强度+115；急速等级+62,法术强度+107；急速等级+62,法术强度×0.9304；急速等级×1.0000,5,412,407,0.9803,2,黄色,红色,0,,,,210,,50766,血色侍僧手套,251,4,1,10,无,,35003,野蛮角斗士的鬼纹手套,48618,4,159,70
100751,屠龙者手套,护甲,治疗,4,1,10,手部,250,耐力+81；智力+80；精神+70,法术强度+108；暴击等级+56,法术强度+117；暴击等级+53,法术强度×1.0833；暴击等级×0.9464,5,450,395,1.0152,0,,,0,,,,212,,50984,矛盾手套,264,4,1,10,无,,35053,野蛮角斗士的月布手套,49960,4,159,70
100752,仲裁者之手套,护甲,治疗,4,1,10,手部,250,耐力+81；智力+81；精神+62,法术强度+114；急速等级+70,法术强度+125；急速等级+72,法术强度×1.0965；急速等级×1.0286,5,389,408,1.0319,2,蓝色,黄色,0,,,,210,,48066,萨布拉的凯旋兜帽,245,4,1,10,无,,35098,野蛮角斗士的丝质护手,49957,4,159,70
100753,泰坦·兜帽,护甲,治疗,4,2,1,头部,250,耐力+108；智力+108；精神+79,法术强度+139；暴击等级+87,法术强度+149；暴击等级+88,法术强度×1.0719；暴击等级×1.0115,5,526,521,1.0211,1,蓝色,,0,,,,516,,51585,席瓦娜的繁星头盔,251,4,2,1,无,,34999,野蛮角斗士的龙皮头盔,48601,4,159,70
100754,赞加沼泽之头冠,护甲,治疗,4,2,1,头部,250,耐力+108；智力+108；精神+86,法术强度+137；急速等级+77,法术强度+147；急速等级+79,法术强度×1.0730；急速等级×1.0260,5,493,516,1.0233,1,黄色,,0,,,,513,,47690,盎然生长头盔,245,4,2,1,无,,35023,野蛮角斗士的科多皮头盔,48602,4,159,70
100755,镇魂使临世面甲,护甲,治疗,4,2,1,头部,250,耐力+108；智力+108；精神+87,法术强度+139；暴击等级+79,法术强度+126；暴击等级+72,法术强度×0.9065；暴击等级×0.9114,5,526,521,0.9616,2,红色,蓝色,0,,,,516,,50108,树纹头盔,251,4,2,1,无,,35033,野蛮角斗士的皮甲头盔,48739,4,159,70
100756,星轨面甲,护甲,治疗,4,2,1,头部,250,耐力+108；智力+108；精神+86,法术强度+137；急速等级+77,法术强度+125；急速等级+84,法术强度×0.9124；急速等级×1.0909,5,493,516,0.9903,1,蓝色,,0,,,,513,,47691,盎然生机面罩,245,4,2,1,无,,32235,萨格拉斯的诅咒视界,52634,4,151,70
100757,日蚀·肩铠,护甲,治疗,4,2,3,肩部,250,耐力+81；智力+81；精神+70,法术强度+114；暴击等级+62,法术强度+109；暴击等级+59,法术强度×0.9561；暴击等级×0.9516,5,389,408,0.9804,1,蓝色,,0,,,,474,,48167,玛法里奥的凯旋护肩,245,4,2,3,无,,35035,野蛮角斗士的皮甲护肩,48598,4,159,70
100758,秘法之肩铠,护甲,治疗,4,2,3,肩部,250,耐力+81；智力+81；精神+62,法术强度+114；急速等级+70,法术强度+125；急速等级+72,法术强度×1.0965；急速等级×1.0286,5,389,408,1.0319,0,,,0,,,,474,,48148,符文图腾的凯旋肩铠,245,4,2,3,无,,31030,刺杀者护肩,45436,4,146,70
100759,血月·肩卫,护甲,治疗,4,2,3,肩部,250,耐力+81；智力+81；精神+70,法术强度+114；暴击等级+62,法术强度+115；暴击等级+60,法术强度×1.0088；暴击等级×0.9677,5,389,408,0.9975,0,,,0,,,,474,,47712,命运协奏护肩,245,4,2,3,无,,31047,雷霆之心肩甲,45667,4,146,70
100760,圣贤披肩,护甲,治疗,4,2,3,肩部,250,耐力+81；智力+81；精神+62,法术强度+114；急速等级+70,法术强度+112；急速等级+70,法术强度×0.9825；急速等级×1.0000,5,389,408,0.9951,1,蓝色,,0,,,,474,,48137,玛法里奥的凯旋肩铠,245,4,2,3,无,,33674,复仇角斗士的龙皮护肩,46944,4,146,70
100761,银色北伐军护甲,护甲,治疗,4,2,20,胸部,250,耐力+108；智力+108；精神+86,法术强度+146；暴击等级+86,法术强度+158；暴击等级+83,法术强度×1.0822；暴击等级×0.9651,5,510,534,1.0169,0,,,0,,,,632,,48149,符文图腾的凯旋法袍,245,4,2,20,无,,34397,混沌刀锋外套,48054,4,159,70
100762,护胸·静潮,护甲,治疗,4,2,20,胸部,250,耐力+108；智力+108；精神+95,法术强度+146；急速等级+77,法术强度+154；急速等级+78,法术强度×1.0548；急速等级×1.0130,5,510,534,1.0169,1,黄色,,0,,,,632,,47094,反目外衣,245,4,2,20,无,,34398,艾露恩的幻想外套,48055,4,159,70
100763,霸主之护甲,护甲,治疗,4,2,20,胸部,250,耐力+108；智力+108；精神+86,法术强度+146；暴击等级+86,法术强度+150；暴击等级+93,法术强度×1.0274；暴击等级×1.0814,5,510,534,1.0206,1,红色,,0,,,,632,,48136,玛法里奥的凯旋法袍,245,4,2,20,无,,35002,野蛮角斗士的龙皮外套,49968,4,159,70
100764,血色修道院晨辉胸甲,护甲,治疗,4,2,20,胸部,250,耐力+108；智力+107；精神+94,法术强度+141；急速等级+73,法术强度+153；急速等级+77,法术强度×1.0851；急速等级×1.0548,5,563,523,1.0306,1,蓝色,,0,,,,637,,47453,反目长袍,258,4,2,20,无,,35036,野蛮角斗士的皮甲外套,48599,4,159,70
100765,腰甲·霜痕,护甲,治疗,4,2,6,腰部,250,耐力+81；智力+81；精神+67,法术强度+103；暴击等级+54,法术强度+111；暴击等级+52,法术强度×1.0777；暴击等级×0.9630,5,368,386,1.0155,1,蓝色,,0,,,,355,,47929,冬至腰带,245,4,2,6,无,,33879,守备官的龙皮腰带,47409,4,146,70
100766,影月谷龙骨扣带,护甲,治疗,4,2,6,腰部,250,耐力+81；智力+81；精神+70,法术强度+114；急速等级+62,法术强度+121；急速等级+65,法术强度×1.0614；急速等级×1.0484,5,389,408,1.0245,2,黄色,红色,0,,,,355,,47140,灰棘束带,245,4,2,6,无,,33891,守备官的皮甲腰带,47900,4,146,70
100767,冬拥湖亘古腰带,护甲,治疗,4,2,6,腰部,250,耐力+80；智力+80；精神+70,法术强度+105；暴击等级+54,法术强度+109；暴击等级+52,法术强度×1.0381；暴击等级×0.9630,5,394,389,1.0051,0,,,0,,,,357,,50795,黑暗苦痛束带,251,4,2,6,无,,30879,阿加多的腰带,45245,4,141,70
100768,万法王扣带,护甲,治疗,4,2,6,腰部,250,耐力+81；智力+81；精神+70,法术强度+114；急速等级+62,法术强度+109；急速等级+59,法术强度×0.9561；急速等级×0.9516,5,389,408,0.9804,0,,,0,,,,355,,33483,生命步伐腰带,245,4,2,6,无,,30914,新月腰带,45244,4,141,70
100769,炽焰之战裙,护甲,治疗,4,2,7,腿部,250,耐力+108；智力+107；精神+87,法术强度+144；暴击等级+80,法术强度+134；暴击等级+78,法术强度×0.9306；暴击等级×0.9750,5,600,526,0.9772,1,蓝色,,0,,,,559,,49898,自然喷薄裹腿,264,4,2,7,无,,31029,刺杀者护腿,45428,4,146,70
100770,祖尔格拉布之战裙,护甲,治疗,4,2,7,腿部,250,耐力+108；智力+108；精神+95,法术强度+148；急速等级+77,法术强度+146；急速等级+71,法术强度×0.9865；急速等级×0.9221,5,541,536,0.9851,1,黄色,,0,,,,555,,50109,树纹腿甲,251,4,2,7,无,,31044,雷霆之心护腿,45665,4,146,70
100771,复苏腿甲,护甲,治疗,4,2,7,腿部,250,耐力+107；智力+110；精神+96,法术强度+141；暴击等级+74,法术强度+142；暴击等级+71,法术强度×1.0071；暴击等级×0.9595,5,421,528,0.9962,1,红色,,0,,,,554,,46185,征服者的夜歌护腿,226,4,2,7,无,,31045,雷霆之心腿甲,45666,4,146,70
100772,腿铠·泰坦,护甲,治疗,4,2,7,腿部,250,耐力+108；智力+108；精神+86,法术强度+146；急速等级+85,法术强度+150；急速等级+93,法术强度×1.0274；急速等级×1.0941,5,510,533,1.0225,0,,,0,,,,553,,48150,符文图腾的凯旋护腿,245,4,2,7,无,,33673,复仇角斗士的龙皮护腿,46946,4,146,70
100773,踏靴·虚空,护甲,治疗,4,2,8,脚部,250,耐力+81；智力+81；精神+62,法术强度+114；暴击等级+70,法术强度+113；暴击等级+70,法术强度×0.9912；暴击等级×1.0000,5,389,408,0.9975,1,蓝色,,0,,,,434,,47262,严冬长靴,245,4,2,8,无,,34575,刺杀者战靴,48369,4,154,70
100774,余烬护足,护甲,治疗,4,2,8,脚部,250,耐力+92；智力+77；精神+70,法术强度+122；急速等级+69,法术强度+117；急速等级+74,法术强度×0.9590；急速等级×1.0725,5,342,430,1.0000,1,黄色,,0,,,,444,,45378,石化森林之靴,225,4,2,8,无,,33880,守备官的龙皮长靴,47428,4,146,70
100775,蚀日足甲,护甲,治疗,4,2,8,脚部,250,耐力+81；智力+81；精神+62,法术强度+114；暴击等级+70,法术强度+111；暴击等级+74,法术强度×0.9737；暴击等级×1.0571,5,389,408,1.0025,1,红色,,0,,,,434,,46988,无尽风暴长靴,245,4,2,8,无,,33892,守备官的皮甲长靴,47403,4,146,70
100776,逐日者之护足,护甲,治疗,4,2,8,脚部,250,耐力+81；智力+80；精神+63,法术强度+108；急速等级+64,法术强度+110；急速等级+58,法术强度×1.0185；急速等级×0.9062,5,450,396,0.9899,0,,,0,,,,439,,49894,塞纳里奥祝福之靴,264,4,2,8,无,,30886,魔化皮质便鞋,45238,4,141,70
100777,命运·臂甲,护甲,治疗,4,2,9,腕部,250,耐力+61；智力+61；精神+53,法术强度+84；暴击等级+44,法术强度+77；暴击等级+42,法术强度×0.9167；暴击等级×0.9545,5,288,303,0.9703,1,蓝色,,0,,,,276,,47583,月影臂甲,245,4,2,9,无,,35171,护卫者的皮甲护腕,48682,4,154,70
100778,镇世臂甲,护甲,治疗,4,2,9,腕部,250,耐力+61；智力+61；精神+53,法术强度+93；急速等级+52,法术强度+93；急速等级+54,法术强度×1.0000；急速等级×1.0385,5,305,320,1.0063,2,黄色,红色,0,,,,276,,47055,秋木护腕,245,4,2,9,无,,30863,致命腕甲,45746,4,141,70
100779,焚烧护腕,护甲,治疗,4,2,9,腕部,250,耐力+60；智力+60；精神+55,法术强度+84；暴击等级+41,法术强度+77；暴击等级+42,法术强度×0.9167；暴击等级×1.0244,5,304,300,0.9800,1,红色,,0,,,,277,,50985,剧毒冲击护腕,251,4,2,9,无,,30868,回春护腕,45753,4,141,70
100780,风暴峭壁护腕,护甲,治疗,4,2,9,腕部,250,耐力+60；智力+60；精神+45,法术强度+85；急速等级+53,法术强度+78；急速等级+49,法术强度×0.9176；急速等级×0.9245,5,327,303,0.9637,1,蓝色,,0,,,,278,,47438,秋木束腕,258,4,2,9,无,,32324,阴险护腕,47436,4,141,70
100781,通灵学院拳甲,护甲,治疗,4,2,10,手部,250,耐力+81；智力+81；精神+70,法术强度+114；暴击等级+62,法术强度+106；暴击等级+62,法术强度×0.9298；暴击等级×1.0000,5,389,408,0.9804,0,,,0,,,,395,,48152,符文图腾的凯旋护手,245,4,2,10,无,,35032,野蛮角斗士的皮甲手套,49965,4,159,70
100782,裂地拳甲,护甲,治疗,4,2,10,手部,250,耐力+80；智力+80；精神+70,法术强度+115；急速等级+62,法术强度+119；急速等级+60,法术强度×1.0348；急速等级×0.9677,5,412,407,1.0049,1,黄色,,0,,,,397,,50107,树纹护手,251,4,2,10,无,,34351,稳固王权护手,48039,4,154,70
100783,燃烬者拳甲,护甲,治疗,4,2,10,手部,250,耐力+81；智力+81；精神+70,法术强度+114；暴击等级+62,法术强度+124；暴击等级+62,法术强度×1.0877；暴击等级×1.0000,5,389,408,1.0245,1,红色,,0,,,,395,,48133,玛法里奥的凯旋护手,245,4,2,10,无,,31026,刺杀者护手,45426,4,146,70
100784,峥嵘镇世手套,护甲,治疗,4,2,10,手部,250,耐力+81；智力+81；精神+62,法术强度+114；急速等级+70,法术强度+105；急速等级+67,法术强度×0.9211；急速等级×0.9571,5,389,408,0.9706,2,蓝色,黄色,0,,,,395,,48182,符文图腾的凯旋手套,245,4,2,10,无,,31032,雷霆之心手套,45664,4,146,70
100785,兜帽·赤焰,护甲,治疗,4,3,1,头部,250,智力+90；耐力+113,暴击等级+60；每5秒法力回复+47；法术强度+157,暴击等级+60；每5秒法力回复+47；法术强度+143,暴击等级×1.0000；每5秒法力回复×1.0000；法术强度×0.9108,5,446,467,0.9700,1,蓝色,,0,,,,1140,,49470,无尽风暴护盔,245,4,3,1,无,,34356,必中护目镜V3.0,45783,4,159,70
100786,回春头盔,护甲,治疗,4,3,1,头部,250,耐力+96；智力+102,法术强度+148；急速等级+87；每5秒法力回复+43,法术强度+139；急速等级+82；每5秒法力回复+47,法术强度×0.9392；急速等级×0.9425；每5秒法力回复×1.0930,5,480,476,0.9790,0,,,0,,,,1145,,50797,玄冰维库人头盔,251,4,3,1,无,,34992,野蛮角斗士的链甲头盔,48606,4,159,70
100787,救赎战盔,护甲,治疗,4,3,1,头部,250,耐力+108；智力+108,法术强度+137；暴击等级+80；每5秒法力回复+42,法术强度+141；暴击等级+81；每5秒法力回复+43,法术强度×1.0292；暴击等级×1.0125；每5秒法力回复×1.0238,5,453,475,1.0126,2,红色,蓝色,0,,,,1140,,48302,萨尔的凯旋头饰,245,4,3,1,无,,35044,野蛮角斗士的鳞甲头盔,48613,4,159,70
100788,圣辉焚天战盔,护甲,治疗,4,3,1,头部,250,耐力+108；智力+108,法术强度+137；急速等级+69；每5秒法力回复+47,法术强度+130；急速等级+74；每5秒法力回复+48,法术强度×0.9489；急速等级×1.0725；每5秒法力回复×1.0213,5,448,469,0.9979,1,蓝色,,0,,,,1140,,47687,热情蕴藏头甲,245,4,3,1,无,,35079,野蛮角斗士的环甲头盔,48614,4,159,70
100789,红龙冲击肩卫,护甲,治疗,4,3,3,肩部,250,耐力+81；智力+81,法术强度+114；暴击等级+62；每5秒法力回复+36,法术强度+110；暴击等级+66；每5秒法力回复+37,法术强度×0.9649；暴击等级×1.0645；每5秒法力回复×1.0278,5,356,374,1.0027,2,蓝色,黄色,0,,,,1053,,47707,碎地者护肩,245,4,3,3,无,,31006,戈隆追猎者护肩,45682,4,146,70
100790,晶歌森林之肩铠,护甲,治疗,4,3,3,肩部,250,耐力+81；智力+81,法术强度+114；急速等级+62；每5秒法力回复+36,法术强度+118；急速等级+63；每5秒法力回复+34,法术强度×1.0351；急速等级×1.0161；每5秒法力回复×0.9444,5,356,374,1.0080,0,,,0,,,,1053,,48304,萨尔的凯旋护肩,245,4,3,3,无,,31022,破天肩垫,45672,4,146,70
100791,命运·肩铠,护甲,治疗,4,3,3,肩部,250,耐力+81；智力+81,法术强度+114；暴击等级+62；每5秒法力回复+36,法术强度+124；暴击等级+61；每5秒法力回复+34,法术强度×1.0877；暴击等级×0.9839；每5秒法力回复×0.9444,5,356,374,1.0187,1,红色,,0,,,,1053,,47706,碎地者肩饰,245,4,3,3,无,,33668,复仇角斗士的链甲护肩,46881,4,146,70
100792,刀锋山肩铠,护甲,治疗,4,3,3,肩部,250,耐力+81；智力+81,法术强度+114；急速等级+62；每5秒法力回复+36,法术强度+115；急速等级+63；每5秒法力回复+39,法术强度×1.0088；急速等级×1.0161；每5秒法力回复×1.0833,5,356,374,1.0134,0,,,0,,,,1053,,48289,努波顿的凯旋护肩,245,4,3,3,无,,33710,复仇角斗士的鳞甲护肩,46890,4,146,70
100793,战衣·烈日,护甲,治疗,4,3,20,胸部,250,耐力+108；智力+108,法术强度+146；暴击等级+78；每5秒法力回复+47,法术强度+151；暴击等级+72；每5秒法力回复+50,法术强度×1.0342；暴击等级×0.9231；每5秒法力回复×1.0638,5,465,487,1.0041,1,蓝色,,0,,,,1404,,47325,元素流动胄甲,245,4,3,5,无,,34990,野蛮角斗士的链甲护胸,48604,4,159,70
100794,霜狼酋长破界战衣,护甲,治疗,4,3,20,胸部,250,耐力+108；智力+108,法术强度+139；急速等级+95；每5秒法力回复+36,法术强度+139；急速等级+97；每5秒法力回复+38,法术强度×1.0000；急速等级×1.0211；每5秒法力回复×1.0556,5,490,486,1.0082,0,,,0,,,,1409,,51551,虹吸元素胸甲,251,4,3,5,无,,35042,野蛮角斗士的鳞甲护胸,49969,4,159,70
100795,太古擎天胸甲,护甲,治疗,4,3,20,胸部,250,耐力+108；智力+108,法术强度+146；暴击等级+78；每5秒法力回复+47,法术强度+154；暴击等级+82；每5秒法力回复+48,法术强度×1.0548；暴击等级×1.0513；每5秒法力回复×1.0213,5,465,487,1.0267,1,红色,,0,,,,1404,,47204,元素流动胸甲,245,4,3,5,无,,30907,狂热追击锁甲,46356,4,151,70
100796,胸甲·洪荒,护甲,治疗,4,3,20,胸部,250,耐力+108；智力+108,法术强度+137；急速等级+69；每5秒法力回复+47,法术强度+135；急速等级+68；每5秒法力回复+46,法术强度×0.9854；急速等级×0.9855；每5秒法力回复×0.9787,5,448,469,0.9915,0,,,0,,,,1404,,47598,诱魔胸铠,245,4,3,5,无,,23565,扭曲虚空的拥抱,45807,4,146,70
