entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,230归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级
99557,破军者肩巾,护甲,治疗,4,1,3,肩部,230,耐力+67；智力+67；精神+59,法术强度+94；暴击等级+51,法术强度+95；暴击等级+55,法术强度×1.0106；暴击等级×1.0784,5,344,338,1.0148,1,红色,,0,,,,237,,48076,维伦的征服衬肩,232,4,1,3,无,,31054,凶星衬肩,45676,4,146,70
99558,破晓之披肩,护甲,治疗,4,1,3,肩部,230,耐力+67；智力+68；精神+43,急速等级+64；法术强度+93,急速等级+58；法术强度+85,急速等级×0.9062；法术强度×0.9140,5,323,335,0.9582,0,,,0,,,,239,,46255,征服者崇圣肩垫,226,4,1,3,无,,31059,风暴衬肩,45126,4,146,70
99559,陨星·衣袍,护甲,治疗,4,1,20,胸部,230,耐力+90；智力+90；精神+84,法术强度+139；暴击等级+69,法术强度+136；暴击等级+73,法术强度×0.9784；暴击等级×1.0580,5,481,472,1.0021,0,,,0,,,,315,,50213,墨德雷萨法袍,232,4,1,20,无,,35007,野蛮角斗士的鬼纹长袍,49954,4,159,70
99560,日蚀·外衣,护甲,治疗,4,1,20,胸部,230,耐力+90；智力+90；精神+71,法术强度+120；急速等级+71,法术强度+114；急速等级+65,法术强度×0.9500；急速等级×0.9155,5,450,442,0.9729,2,黄色,红色,0,,,,315,,48100,萨布拉的征服法衣,232,4,1,20,无,,35057,野蛮角斗士的月布长袍,49963,4,159,70
99561,仁心衣袍,护甲,治疗,4,1,20,胸部,230,耐力+90；智力+90；精神+71,法术强度+120；暴击等级+71,法术强度+131；暴击等级+71,法术强度×1.0917；暴击等级×1.0000,5,450,442,1.0249,0,,,0,,,,315,,48070,萨布拉的征服法袍,232,4,1,20,无,,35099,野蛮角斗士的丝质外衣,49958,4,159,70
99562,达拉然新月长袍,护甲,治疗,4,1,20,胸部,230,耐力+90；智力+90；精神+71,法术强度+120；急速等级+71,法术强度+111；急速等级+68,法术强度×0.9250；急速等级×0.9577,5,450,442,0.9729,0,,,0,,,,315,,48075,维伦的征服法衣,232,4,1,20,无,,34233,幻化光芒长袍,48300,4,154,70
99563,复苏腰链,护甲,治疗,4,1,6,腰部,230,耐力+67；智力+63；精神+63,法术强度+103；暴击等级+39,法术强度+101；暴击等级+39,法术强度×0.9806；暴击等级×1.0000,5,341,335,0.9940,0,,,0,,,,177,,47909,永恒束带,232,4,1,6,无,,34541,凶星腰带,48359,4,154,70
99564,蓝龙军团降临腰带,护甲,治疗,4,1,6,腰部,230,耐力+66；智力+67；精神+65,法术强度+103；急速等级+51,法术强度+101；急速等级+48,法术强度×0.9806；急速等级×0.9412,5,358,352,0.9858,1,黄色,,0,,,,181,,45119,巨兽之拥,232,4,1,6,无,,34557,风暴腰带,48354,4,154,70
99565,安戈洛之腰链,护甲,治疗,4,1,6,腰部,230,耐力+67；智力+63；精神+63,法术强度+103；暴击等级+39,法术强度+111；暴击等级+40,法术强度×1.0777；暴击等级×1.0256,5,341,335,1.0269,2,红色,蓝色,0,,,,177,,47837,永生束带,232,4,1,6,无,,33882,守备官的鬼纹腰带,47412,4,146,70
99566,腐化·束腰,护甲,治疗,4,1,6,腰部,230,耐力+69；智力+62；精神+50,急速等级+64；法术强度+107,急速等级+69；法术强度+97,急速等级×1.0781；法术强度×0.9065,5,339,352,0.9858,1,蓝色,,0,,,,179,,40561,狂妄魔法腰带,226,4,1,6,无,,33900,守备官的月布腰带,47421,4,146,70
99567,仁心腿甲,护甲,治疗,4,1,7,腿部,230,耐力+104；智力+84；精神+84,法术强度+130；暴击等级+61,法术强度+132；暴击等级+67,法术强度×1.0154；暴击等级×1.0984,5,472,463,1.0173,1,蓝色,,0,,,,276,,47865,恶魔信使裹腿,232,4,1,7,无,,35013,野蛮角斗士的邪纹长裤,49955,4,159,70
99568,诅咒之地无尽长裤,护甲,治疗,4,1,7,腿部,230,耐力+90；智力+90；精神+71,法术强度+120；急速等级+71,法术强度+118；急速等级+75,法术强度×0.9833；急速等级×1.0563,5,450,442,1.0045,0,,,0,,,,276,,48069,萨布拉的征服护腿,232,4,1,7,无,,35055,野蛮角斗士的月布护腿,49964,4,159,70
99569,纳克萨玛斯之长裤,护甲,治疗,4,1,7,腿部,230,耐力+90；智力+90；精神+63,法术强度+120；暴击等级+78,法术强度+118；暴击等级+79,法术强度×0.9833；暴击等级×1.0128,5,450,441,0.9977,2,红色,蓝色,0,,,,276,,47775,逐日者的征服护腿,232,4,1,7,无,,35100,野蛮角斗士的丝质长裤,49959,4,159,70
99570,自然之裤腿,护甲,治疗,4,1,7,腿部,230,耐力+90；智力+90；精神+71,法术强度+120；急速等级+71,法术强度+122；急速等级+67,法术强度×1.0167；急速等级×0.9437,5,450,442,0.9955,2,蓝色,黄色,0,,,,276,,47980,维伦的征服护腿,232,4,1,7,无,,30912,永恒护腿,45218,4,151,70
99571,沙塔斯长靴,护甲,治疗,4,1,8,脚部,230,耐力+67；智力+67；精神+51,法术强度+103；暴击等级+63,法术强度+108；暴击等级+58,法术强度×1.0485；暴击等级×0.9206,5,357,351,1.0000,1,蓝色,,0,,,,217,,49232,哀魂便鞋,232,4,1,8,无,,34563,赦免软靴,48368,4,154,70
99572,破军者裁断护足,护甲,治疗,4,1,8,脚部,230,耐力+76；智力+58；精神+50,法术强度+93；急速等级+65,法术强度+97；急速等级+63,法术强度×1.0430；急速等级×0.9692,5,348,342,1.0058,2,黄色,红色,0,,,,221,,45483,仆从之靴,232,4,1,8,无,,34564,凶星长靴,48371,4,154,70
99573,寒冰皇冠足具,护甲,治疗,4,1,8,脚部,230,耐力+67；智力+67；精神+51,法术强度+103；暴击等级+63,法术强度+97；暴击等级+61,法术强度×0.9417；暴击等级×0.9683,5,357,351,0.9772,1,红色,,0,,,,217,,49231,哀魂长靴,232,4,1,8,无,,34574,风暴长靴,48365,4,154,70
99574,血精灵魔导师之足具,护甲,治疗,4,1,8,脚部,230,耐力+65；智力+67；精神+43,法术强度+84；急速等级+58,法术强度+89；急速等级+61,法术强度×1.0595；急速等级×1.0517,5,305,317,1.0252,1,蓝色,,0,,,,219,,45566,法术爆发便鞋,226,4,1,8,无,,33884,守备官的鬼纹便鞋,47414,4,146,70
99575,冻结护臂,护甲,治疗,4,1,9,腕部,230,耐力+48；智力+43；精神+51,法术强度+77；暴击等级+43,法术强度+75；暴击等级+47,法术强度×0.9740；暴击等级×1.0930,5,267,262,1.0076,2,蓝色,黄色,0,,,,141,,45146,侍女镣铐,232,4,1,9,无,,35174,护卫者的月布护腕,48687,4,154,70
99576,暴风城之腕轮,护甲,治疗,4,1,9,腕部,230,耐力+56；智力+48；精神+44,法术强度+66；急速等级+35,法术强度+65；急速等级+32,法术强度×0.9848；急速等级×0.9143,5,240,249,0.9839,0,,,0,,,,140,,44008,清白裹腕,226,4,1,9,无,,35179,护卫者的丝质护腕,48690,4,154,70
99577,风暴·护臂,护甲,治疗,4,1,9,腕部,230,耐力+58；智力+46；精神+33,暴击等级+51；法术强度+76,暴击等级+50；法术强度+69,暴击等级×0.9804；法术强度×0.9079,5,252,264,0.9697,1,红色,,0,,,,142,,45423,符文之触裹手,225,4,1,9,无,,30870,崩坏腕甲,45745,4,141,70
99578,降临腕饰,护甲,治疗,4,1,9,腕部,230,耐力+58；智力+47；精神+44,法术强度+69；急速等级+36,法术强度+65；急速等级+35,法术强度×0.9420；急速等级×0.9722,5,277,254,0.9803,1,蓝色,,0,,,,138,,45446,理智之握,239,4,1,9,无,,30871,殉难护腕,45743,4,141,70
99579,霜痕手饰,护甲,治疗,4,1,10,手部,230,耐力+67；智力+67；精神+56,法术强度+103；暴击等级+60,法术强度+108；暴击等级+62,法术强度×1.0485；暴击等级×1.0333,5,359,353,1.0198,1,蓝色,,0,,,,197,,50299,奇软护手,232,4,1,10,无,,34367,永恒光芒之手,48920,4,159,70
99580,祖达克护手,护甲,治疗,4,1,10,手部,230,耐力+67；智力+67；精神+51,法术强度+94；急速等级+59,法术强度+98；急速等级+64,法术强度×1.0426；急速等级×1.0847,5,344,338,1.0266,0,,,0,,,,197,,47982,维伦的征服兜帽,232,4,1,10,无,,35003,野蛮角斗士的鬼纹手套,48618,4,159,70
99581,晨辉手饰,护甲,治疗,4,1,10,手部,230,耐力+76；智力+65；精神+55,法术强度+103；暴击等级+60,法术强度+100；暴击等级+56,法术强度×0.9709；暴击等级×0.9333,5,365,359,0.9805,1,红色,,0,,,,201,,45117,建造者的裹手,232,4,1,10,无,,35053,野蛮角斗士的月布手套,49960,4,159,70
99582,荣光护手,护甲,治疗,4,1,10,手部,230,耐力+76；智力+65；精神+58,法术强度+103；急速等级+58,法术强度+102；急速等级+56,法术强度×0.9903；急速等级×0.9655,5,366,360,0.9917,0,,,0,,,,201,,45273,丰饶治愈裹手,232,4,1,10,无,,35098,野蛮角斗士的丝质护手,49957,4,159,70
99583,时空之头盔,护甲,治疗,4,2,1,头部,230,智力+71；精神+77；耐力+79,暴击等级+60；法术强度+130,暴击等级+54；法术强度+130,暴击等级×0.9000；法术强度×1.0000,5,424,417,0.9856,1,蓝色,,0,,,,482,,49326,怒风罩帽,232,4,2,1,无,,34999,野蛮角斗士的龙皮头盔,48601,4,159,70
99584,战盔·生命,护甲,治疗,4,2,1,头部,230,耐力+88；智力+90；精神+62,法术强度+119；急速等级+61,法术强度+128；急速等级+67,法术强度×1.0756；急速等级×1.0984,5,405,420,1.0357,1,黄色,,0,,,,486,,46184,征服者的夜歌头饰,226,4,2,1,无,,35023,野蛮角斗士的科多皮头盔,48602,4,159,70
99585,石爪山之头冠,护甲,治疗,4,2,1,头部,230,耐力+90；智力+90；精神+63,法术强度+111；暴击等级+71,法术强度+102；暴击等级+73,法术强度×0.9189；暴击等级×1.0282,5,433,425,0.9835,1,红色,,0,,,,482,,48154,符文图腾的征服头饰,232,4,2,1,无,,35033,野蛮角斗士的皮甲头盔,48739,4,159,70
99586,破军者面甲,护甲,治疗,4,2,1,头部,230,耐力+101；智力+73；精神+50,急速等级+81；法术强度+117,急速等级+84；法术强度+111,急速等级×1.0370；法术强度×0.9487,5,403,422,0.9929,0,,,0,,,,495,,45864,守护者的罩帽,225,4,2,1,无,,32235,萨格拉斯的诅咒视界,52634,4,151,70
99587,暗影·肩甲,护甲,治疗,4,2,3,肩部,230,耐力+67；智力+67；精神+59,法术强度+94；暴击等级+51,法术强度+90；暴击等级+53,法术强度×0.9574；暴击等级×1.0392,5,344,338,0.9941,1,蓝色,,0,,,,444,,48161,玛法里奥的征服护肩,232,4,2,3,无,,35035,野蛮角斗士的皮甲护肩,48598,4,159,70
99588,凛冽之披肩,护甲,治疗,4,2,3,肩部,230,耐力+67；智力+67；精神+51,法术强度+94；急速等级+59,法术强度+85；急速等级+55,法术强度×0.9043；急速等级×0.9322,5,344,338,0.9615,1,黄色,,0,,,,444,,48131,玛法里奥的征服肩铠,232,4,2,3,无,,31030,刺杀者护肩,45436,4,146,70
99589,荣光之肩铠,护甲,治疗,4,2,3,肩部,230,耐力+65；智力+67；精神+51,法术强度+93；暴击等级+58,法术强度+84；暴击等级+62,法术强度×0.9032；暴击等级×1.0690,5,322,334,0.9850,1,红色,,0,,,,448,,46196,征服者的夜歌衬肩,226,4,2,3,无,,31047,雷霆之心肩甲,45667,4,146,70
99590,镇岳肩卫,护甲,治疗,4,2,3,肩部,230,耐力+67；智力+68；精神+58,法术强度+93；急速等级+50,法术强度+97；急速等级+45,法术强度×1.0430；急速等级×0.9000,5,342,336,0.9970,2,蓝色,黄色,0,,,,452,,45492,韧性钢纹衬肩,232,4,2,3,无,,33674,复仇角斗士的龙皮护肩,46944,4,146,70
99591,晶歌森林黎明胸甲,护甲,治疗,4,2,20,胸部,230,耐力+90；智力+90；精神+71,法术强度+120；暴击等级+71,法术强度+115；暴击等级+72,法术强度×0.9583；暴击等级×1.0141,5,450,442,0.9910,2,蓝色,黄色,0,,,,593,,48129,玛法里奥的征服法袍,232,4,2,20,无,,34397,混沌刀锋外套,48054,4,159,70
99592,哀嚎洞穴之护甲,护甲,治疗,4,2,20,胸部,230,耐力+88；智力+90；精神+62,法术强度+119；急速等级+78,法术强度+110；急速等级+78,法术强度×0.9244；急速等级×1.0000,5,421,437,0.9794,1,黄色,,0,,,,598,,46194,征服者的夜歌外衣,226,4,2,20,无,,34398,艾露恩的幻想外套,48055,4,159,70
99593,燃烬者之护甲,护甲,治疗,4,2,20,胸部,230,耐力+88；智力+89；精神+78,法术强度+129；暴击等级+71,法术强度+133；暴击等级+73,法术强度×1.0310；暴击等级×1.0282,5,464,455,1.0132,0,,,0,,,,602,,45237,菲莉的萌芽外套,232,4,2,20,无,,35002,野蛮角斗士的龙皮外套,49968,4,159,70
99594,龙骨荒野之胸甲,护甲,治疗,4,2,20,胸部,230,耐力+68；智力+84；精神+71,法术强度+113；急速等级+64,法术强度+117；急速等级+61,法术强度×1.0354；急速等级×0.9531,5,435,400,1.0025,2,蓝色,黄色,0,,,,593,,45519,盲眼者的外衣,239,4,2,20,无,,35036,野蛮角斗士的皮甲外套,48599,4,159,70
99595,断空腰带,护甲,治疗,4,2,6,腰部,230,耐力+76；智力+59；精神+65,法术强度+103；暴击等级+57,法术强度+98；暴击等级+61,法术强度×0.9515；暴击等级×1.0702,5,366,360,0.9972,1,蓝色,,0,,,,340,,45185,焰铸束带,232,4,2,6,无,,33879,守备官的龙皮腰带,47409,4,146,70
99596,幽魂之地之战带,护甲,治疗,4,2,6,腰部,230,耐力+76；智力+62；精神+59,法术强度+84；急速等级+41,法术强度+78；急速等级+41,法术强度×0.9286；急速等级×1.0000,5,311,322,0.9814,2,黄色,红色,0,,,,337,,45556,极地生命腰带,226,4,2,6,无,,33891,守备官的皮甲腰带,47900,4,146,70
99597,地狱火半岛腰带,护甲,治疗,4,2,6,腰部,230,耐力+67；智力+67；精神+59,法术强度+94；暴击等级+47,法术强度+98；暴击等级+50,法术强度×1.0426；暴击等级×1.0638,5,340,334,1.0210,0,,,0,,,,333,,47863,血蹄使者束带,232,4,2,6,无,,30879,阿加多的腰带,45245,4,141,70
99598,暮星临世腰甲,护甲,治疗,4,2,6,腰部,230,耐力+66；智力+68；精神+62,法术强度+102；急速等级+51,法术强度+97；急速等级+54,法术强度×0.9510；急速等级×1.0588,5,337,349,0.9943,1,蓝色,,0,,,,337,,45548,沉睡者束带,226,4,2,6,无,,30914,新月腰带,45244,4,141,70
99599,巨魔祭司战裙,护甲,治疗,4,2,7,腿部,230,耐力+88；智力+90；精神+79,法术强度+119；暴击等级+61,法术强度+117；暴击等级+63,法术强度×0.9832；暴击等级×1.0328,5,421,437,1.0000,1,蓝色,,0,,,,523,,46185,征服者的夜歌护腿,226,4,2,7,无,,31029,刺杀者护腿,45428,4,146,70
99600,璀璨焚天护腿,护甲,治疗,4,2,7,腿部,230,耐力+90；智力+90；精神+71,法术强度+120；急速等级+71,法术强度+111；急速等级+72,法术强度×0.9250；急速等级×1.0141,5,450,442,0.9819,0,,,0,,,,519,,48155,符文图腾的征服护腿,232,4,2,7,无,,31044,雷霆之心护腿,45665,4,146,70
99601,霜狼酋长镇岳护腿,护甲,治疗,4,2,7,腿部,230,耐力+88；智力+90；精神+71,法术强度+119；暴击等级+70,法术强度+125；暴击等级+69,法术强度×1.0504；暴击等级×0.9857,5,421,438,1.0114,0,,,0,,,,523,,45847,荒野行者护腿,226,4,2,7,无,,31045,雷霆之心腿甲,45666,4,146,70
99602,织法者镇渊护腿,护甲,治疗,4,2,7,腿部,230,耐力+90；智力+90；精神+71,法术强度+120；急速等级+71,法术强度+116；急速等级+76,法术强度×0.9667；急速等级×1.0704,5,450,442,1.0023,2,蓝色,黄色,0,,,,519,,48130,玛法里奥的征服护腿,232,4,2,7,无,,33673,复仇角斗士的龙皮护腿,46946,4,146,70
99603,极光·足甲,护甲,治疗,4,2,8,脚部,230,耐力+76；智力+65；精神+63,法术强度+93；暴击等级+42,法术强度+85；暴击等级+40,法术强度×0.9140；暴击等级×0.9524,5,345,339,0.9705,0,,,0,,,,415,,45260,急速复苏之靴,232,4,2,8,无,,34575,刺杀者战靴,48369,4,154,70
99604,远征军足甲,护甲,治疗,4,2,8,脚部,230,耐力+77；智力+63；精神+58,法术强度+102；急速等级+58,法术强度+103；急速等级+58,法术强度×1.0098；急速等级×1.0000,5,342,358,1.0028,1,黄色,,0,,,,419,,45378,石化森林之靴,225,4,2,8,无,,33880,守备官的龙皮长靴,47428,4,146,70
99605,驭雷战靴,护甲,治疗,4,2,8,脚部,230,耐力+65；智力+67；精神+51,法术强度+84；暴击等级+50,法术强度+80；暴击等级+49,法术强度×0.9524；暴击等级×0.9800,5,305,317,0.9842,2,红色,蓝色,0,,,,411,,45565,寒冬耐久长靴,226,4,2,8,无,,33892,守备官的皮甲长靴,47403,4,146,70
99606,时空之踏靴,护甲,治疗,4,2,8,脚部,230,耐力+77；智力+63；精神+58,法术强度+102；急速等级+58,法术强度+101；急速等级+56,法术强度×0.9902；急速等级×0.9655,5,342,358,0.9916,0,,,0,,,,419,,45378,石化森林之靴,225,4,2,8,无,,30886,魔化皮质便鞋,45238,4,141,70
99607,黑翼之巢生长护腕,护甲,治疗,4,2,9,腕部,230,智力+50；耐力+50；精神+40,法术强度+77；暴击等级+45,法术强度+84；暴击等级+43,法术强度×1.0909；暴击等级×0.9556,5,267,262,1.0191,1,蓝色,,0,,,,259,,50318,鬼魅裹腕,232,4,2,9,无,,35171,护卫者的皮甲护腕,48682,4,154,70
99608,驭雷者护腕,护甲,治疗,4,2,9,腕部,230,耐力+56；智力+48；精神+48,法术强度+77；急速等级+37,法术强度+73；急速等级+40,法术强度×0.9481；急速等级×1.0811,5,271,266,0.9962,0,,,0,,,,264,,45149,龙母护腕,232,4,2,9,无,,30863,致命腕甲,45746,4,141,70
99609,凋零之护腕,护甲,治疗,4,2,9,腕部,230,耐力+50；智力+50；精神+43,法术强度+70；暴击等级+36,法术强度+75；暴击等级+35,法术强度×1.0714；暴击等级×0.9722,5,288,249,1.0161,2,红色,蓝色,0,,,,260,,47584,月影臂甲,245,4,2,9,无,,30868,回春护腕,45753,4,141,70
99610,自然·腕铠,护甲,治疗,4,2,9,腕部,230,耐力+50；智力+50；精神+43,法术强度+78；急速等级+44,法术强度+83；急速等级+41,法术强度×1.0641；急速等级×0.9318,5,305,265,1.0075,1,蓝色,,0,,,,260,,47277,秋木束腕,245,4,2,9,无,,32324,阴险护腕,47436,4,141,70
99611,诅咒之地拳甲,护甲,治疗,4,2,10,手部,230,耐力+67；智力+67；精神+59,法术强度+94；暴击等级+51,法术强度+90；暴击等级+54,法术强度×0.9574；暴击等级×1.0588,5,344,338,0.9970,1,蓝色,,0,,,,371,,48153,符文图腾的征服护手,232,4,2,10,无,,35032,野蛮角斗士的皮甲手套,49965,4,159,70
99612,圣光手套,护甲,治疗,4,2,10,手部,230,耐力+67；智力+67；精神+51,法术强度+94；急速等级+59,法术强度+88；急速等级+62,法术强度×0.9362；急速等级×1.0508,5,344,338,0.9911,1,黄色,,0,,,,371,,48183,符文图腾的征服手套,232,4,2,10,无,,34351,稳固王权护手,48039,4,154,70
99613,冰封·护手,护甲,治疗,4,2,10,手部,230,耐力+67；智力+67；精神+59,法术强度+94；暴击等级+51,法术强度+89；暴击等级+53,法术强度×0.9468；暴击等级×1.0392,5,344,338,0.9911,2,红色,蓝色,0,,,,371,,48132,玛法里奥的征服护手,232,4,2,10,无,,31026,刺杀者护手,45426,4,146,70
99614,手套·冰封,护甲,治疗,4,2,10,手部,230,耐力+67；智力+67；精神+51,法术强度+94；急速等级+59,法术强度+91；急速等级+61,法术强度×0.9681；急速等级×1.0339,5,344,338,0.9970,0,,,0,,,,371,,48162,玛法里奥的征服手套,232,4,2,10,无,,31032,雷霆之心手套,45664,4,146,70
99615,裁断头冠,护甲,治疗,4,3,1,头部,230,智力+74；耐力+92,暴击等级+48；每5秒法力回复+39；法术强度+130,暴击等级+52；每5秒法力回复+36；法术强度+130,暴击等级×1.0833；每5秒法力回复×0.9231；法术强度×1.0000,5,391,383,1.0026,2,蓝色,黄色,0,,,,1071,,49329,无尽风暴兜帽,232,4,3,1,无,,34356,必中护目镜V3.0,45783,4,159,70
99616,奥术·头冠,护甲,治疗,4,3,1,头部,230,智力+78；耐力+84,每5秒法力回复+38；急速等级+59；法术强度+115,每5秒法力回复+38；急速等级+64；法术强度+109,每5秒法力回复×1.0000；急速等级×1.0847；法术强度×0.9478,5,339,374,0.9973,2,黄色,红色,0,,,,1090,,49804,闪亮的镜盔,219,4,3,1,无,,34992,野蛮角斗士的链甲头盔,48606,4,159,70
99617,达拉然头盔,护甲,治疗,4,3,1,头部,230,耐力+90；智力+90,法术强度+111；暴击等级+65；每5秒法力回复+34,法术强度+114；暴击等级+68；每5秒法力回复+36,法术强度×1.0270；暴击等级×1.0462；每5秒法力回复×1.0588,5,398,390,1.0205,1,红色,,0,,,,1071,,48297,萨尔的征服头饰,232,4,3,1,无,,35044,野蛮角斗士的鳞甲头盔,48613,4,159,70
99618,御风者面甲,护甲,治疗,4,3,1,头部,230,耐力+89；智力+88,法术强度+115；急速等级+58；每5秒法力回复+39,法术强度+114；急速等级+59；每5秒法力回复+38,法术强度×0.9913；急速等级×1.0172；每5秒法力回复×0.9744,5,448,389,0.9974,2,蓝色,黄色,0,,,,1076,,47687,热情蕴藏头甲,245,4,3,1,无,,35079,野蛮角斗士的环甲头盔,48614,4,159,70
99619,织法者之肩卫,护甲,治疗,4,3,3,肩部,230,耐力+76；智力+63,法术强度+93；暴击等级+59；每5秒法力回复+25,法术强度+87；暴击等级+64；每5秒法力回复+26,法术强度×0.9355；暴击等级×1.0847；每5秒法力回复×1.0400,5,321,316,1.0000,1,蓝色,,0,,,,1005,,45440,淡泊守护肩饰,232,4,3,3,无,,31006,戈隆追猎者护肩,45682,4,146,70
99620,烈焰肩甲,护甲,治疗,4,3,3,肩部,230,耐力+67；智力+67,法术强度+94；急速等级+51；每5秒法力回复+29,法术强度+87；急速等级+51；每5秒法力回复+27,法术强度×0.9255；急速等级×1.0000；每5秒法力回复×0.9310,5,314,308,0.9708,0,,,0,,,,988,,48299,萨尔的征服护肩,232,4,3,3,无,,31022,破天肩垫,45672,4,146,70
99621,雷霆崖之披肩,护甲,治疗,4,3,3,肩部,230,耐力+76；智力+63,法术强度+93；暴击等级+59；每5秒法力回复+25,法术强度+95；暴击等级+60；每5秒法力回复+26,法术强度×1.0215；暴击等级×1.0169；每5秒法力回复×1.0400,5,321,316,1.0127,0,,,0,,,,1005,,45440,淡泊守护肩饰,232,4,3,3,无,,33668,复仇角斗士的链甲护肩,46881,4,146,70
99622,冬拥湖之肩铠,护甲,治疗,4,3,3,肩部,230,耐力+67；智力+67,法术强度+94；急速等级+51；每5秒法力回复+29,法术强度+99；急速等级+47；每5秒法力回复+27,法术强度×1.0532；急速等级×0.9216；每5秒法力回复×0.9310,5,314,308,0.9968,2,蓝色,黄色,0,,,,988,,48283,努波顿的征服护肩,232,4,3,3,无,,33710,复仇角斗士的鳞甲护肩,46890,4,146,70
99623,泰坦监护者战衣,护甲,治疗,4,3,20,胸部,230,耐力+88；智力+90,法术强度+119；暴击等级+62；每5秒法力回复+31,法术强度+122；暴击等级+59；每5秒法力回复+30,法术强度×1.0252；暴击等级×0.9516；每5秒法力回复×0.9677,5,376,390,0.9974,1,蓝色,,0,,,,1329,,46306,征服者碎界者外套,226,4,3,20,无,,34990,野蛮角斗士的链甲护胸,48604,4,159,70
99624,惊涛战衣,护甲,治疗,4,3,20,胸部,230,耐力+103；智力+84,法术强度+118；急速等级+69；每5秒法力回复+34,法术强度+114；急速等级+67；每5秒法力回复+35,法术强度×0.9661；急速等级×0.9710；每5秒法力回复×1.0294,5,416,408,0.9877,0,,,0,,,,1340,,45259,石英镶饰外套,232,4,3,5,无,,35042,野蛮角斗士的鳞甲护胸,49969,4,159,70
99625,御风者断空战衣,护甲,治疗,4,3,20,胸部,230,耐力+88；智力+90,法术强度+119；暴击等级+62；每5秒法力回复+31,法术强度+111；暴击等级+57；每5秒法力回复+33,法术强度×0.9328；暴击等级×0.9194；每5秒法力回复×1.0645,5,376,390,0.9718,2,红色,蓝色,0,,,,1329,,46298,征服者碎界者外套,226,4,3,20,无,,30907,狂热追击锁甲,46356,4,151,70
99626,裂地战衣,护甲,治疗,4,3,20,胸部,230,耐力+118；智力+79,法术强度+136；急速等级+68；每5秒法力回复+42,法术强度+145；急速等级+74；每5秒法力回复+39,法术强度×1.0662；急速等级×1.0882；每5秒法力回复×0.9286,5,401,443,1.0271,0,,,0,,,,1341,,49826,蒙霜披风,219,4,3,5,无,,23565,扭曲虚空的拥抱,45807,4,146,70
99627,风暴领主之扣带,护甲,治疗,4,3,6,腰部,230,耐力+71；智力+65,法术强度+103；暴击等级+44；每5秒法力回复+33,法术强度+94；暴击等级+40；每5秒法力回复+31,法术强度×0.9126；暴击等级×0.9091；每5秒法力回复×0.9394,5,322,316,0.9525,0,,,0,,,,742,,47866,暗矛仪祭缚带,232,4,3,6,无,,33877,守备官的链甲束带,47406,4,146,70
99628,仁爱腰带,护甲,治疗,4,3,6,腰部,230,耐力+87；智力+58,法术强度+104；急速等级+62；每5秒法力回复+26,法术强度+98；急速等级+65；每5秒法力回复+28,法术强度×0.9423；急速等级×1.0484；每5秒法力回复×1.0769,5,325,337,0.9970,0,,,0,,,,748,,45828,寒风护腕,226,4,3,6,无,,33895,守备官的鳞甲束带,47419,4,146,70
99629,仁心战带,护甲,治疗,4,3,6,腰部,230,耐力+71；智力+65,法术强度+103；暴击等级+44；每5秒法力回复+33,法术强度+98；暴击等级+40；每5秒法力回复+33,法术强度×0.9515；暴击等级×0.9091；每5秒法力回复×1.0000,5,322,316,0.9715,0,,,0,,,,742,,47621,先知束带,232,4,3,6,无,,30919,峡谷猎手腰带,45247,4,141,70
99630,寒霜之战带,护甲,治疗,4,3,6,腰部,230,耐力+77；智力+66,法术强度+102；急速等级+43；每5秒法力回复+33,法术强度+106；急速等级+40；每5秒法力回复+30,法术强度×1.0392；急速等级×0.9302；每5秒法力回复×0.9091,5,306,321,0.9938,0,,,0,,,,762,,45333,钢铁仆从腰带,225,4,3,6,无,,32258,自然庇护腰带,45765,4,141,70
99631,腿铠·符文,护甲,治疗,4,3,7,腿部,230,耐力+90；智力+90,法术强度+120；暴击等级+73；每5秒法力回复+34,法术强度+131；暴击等级+74；每5秒法力回复+33,法术强度×1.0917；暴击等级×1.0137；每5秒法力回复×0.9706,5,415,407,1.0270,2,蓝色,黄色,0,,,,1153,,48298,萨尔的征服腿甲,232,4,3,7,无,,35045,野蛮角斗士的鳞甲护腿,48615,4,159,70
99632,冻结腿甲,护甲,治疗,4,3,7,腿部,230,耐力+90；智力+90,法术强度+139；急速等级+83；每5秒法力回复+36,法术强度+143；急速等级+82；每5秒法力回复+39,法术强度×1.0288；急速等级×0.9880；每5秒法力回复×1.0833,5,446,438,1.0137,1,黄色,,0,,,,1153,,50265,硝制食尸鬼皮护腿,232,4,3,7,无,,31005,戈隆追猎者护腿,45681,4,146,70
